Wavelength    Read Noise      Sky           Dark          A_Eff        BEF           Disp_Width    XDisp_Width
(Angstroms) (Cnt/Exposure) (Cnt/s/res)   (Cnt/s/res)      (cm^2)  (Erg/cm^2/s/res)   (N_resels)     (N_resels)
2020.5081         36.00      7.91e-10      1.39e-06     27666.5      4.94e-22         1.61         1.67
2020.5775         36.00      7.91e-10      1.39e-06     27684.6      4.94e-22         1.61         1.67
2020.6471         36.00      7.92e-10      1.39e-06     27702.8      4.93e-22         1.61         1.67
2020.7166         36.00      7.92e-10      1.39e-06     27720.9      4.93e-22         1.61         1.67
2020.7861         36.00      7.92e-10      1.39e-06     27739.0      4.93e-22         1.61         1.67
2020.8556         36.00      7.93e-10      1.39e-06     27757.1      4.92e-22         1.61         1.67
2020.9252         36.00      7.94e-10      1.39e-06     27775.2      4.92e-22         1.61         1.67
2020.9946         36.00      7.94e-10      1.39e-06     27793.3      4.92e-22         1.61         1.67
2021.0642         36.00      7.95e-10      1.39e-06     27811.5      4.91e-22         1.61         1.67
2021.1337         36.00      7.95e-10      1.39e-06     27829.7      4.91e-22         1.61         1.67
2021.2032         36.00      7.96e-10      1.39e-06     27848.0      4.91e-22         1.61         1.67
2021.2727         36.00      7.96e-10      1.39e-06     27866.2      4.90e-22         1.61         1.67
2021.3423         36.00      7.97e-10      1.39e-06     27884.4      4.90e-22         1.61         1.67
2021.4117         36.00      7.97e-10      1.39e-06     27902.6      4.90e-22         1.61         1.67
2021.4813         36.00      7.98e-10      1.39e-06     27920.9      4.89e-22         1.61         1.67
2021.5508         36.00      7.98e-10      1.39e-06     27939.1      4.89e-22         1.61         1.67
2021.6204         36.00      7.99e-10      1.39e-06     27957.3      4.89e-22         1.61         1.67
2021.6898         36.00      8.00e-10      1.39e-06     27975.5      4.88e-22         1.61         1.67
2021.7594         36.00      8.00e-10      1.39e-06     27993.7      4.88e-22         1.61         1.67
2021.8289         36.00      8.01e-10      1.39e-06     28011.9      4.88e-22         1.61         1.67
2021.8984         36.00      8.01e-10      1.39e-06     28030.2      4.87e-22         1.61         1.67
2021.9679         36.00      8.02e-10      1.39e-06     28048.4      4.87e-22         1.61         1.67
2022.0375         36.00      8.02e-10      1.39e-06     28066.7      4.87e-22         1.61         1.67
2022.1069         36.00      8.03e-10      1.39e-06     28085.0      4.86e-22         1.61         1.67
2022.1765         36.00      8.03e-10      1.39e-06     28103.4      4.86e-22         1.61         1.67
2022.2460         36.00      8.04e-10      1.39e-06     28121.7      4.86e-22         1.61         1.67
2022.3156         36.00      8.05e-10      1.39e-06     28140.0      4.85e-22         1.61         1.66
2022.3850         36.00      8.05e-10      1.39e-06     28158.4      4.85e-22         1.61         1.66
2022.4546         36.00      8.06e-10      1.39e-06     28176.7      4.85e-22         1.61         1.66
2022.5240         36.00      8.06e-10      1.39e-06     28195.0      4.84e-22         1.61         1.66
2022.5936         36.00      8.07e-10      1.39e-06     28213.4      4.84e-22         1.61         1.66
2022.6631         36.00      8.08e-10      1.39e-06     28231.7      4.84e-22         1.61         1.66
2022.7327         36.00      8.08e-10      1.39e-06     28250.1      4.83e-22         1.61         1.66
2022.8021         36.00      8.09e-10      1.39e-06     28268.4      4.83e-22         1.61         1.66
2022.8717         36.00      8.10e-10      1.39e-06     28286.8      4.83e-22         1.61         1.66
2022.9412         36.00      8.10e-10      1.39e-06     28305.1      4.82e-22         1.61         1.66
2023.0107         36.00      8.11e-10      1.39e-06     28323.5      4.82e-22         1.61         1.66
2023.0802         36.00      8.12e-10      1.39e-06     28341.9      4.82e-22         1.61         1.66
2023.1498         36.00      8.12e-10      1.39e-06     28360.4      4.81e-22         1.61         1.66
2023.2192         36.00      8.13e-10      1.39e-06     28378.8      4.81e-22         1.61         1.66
2023.2888         36.00      8.14e-10      1.39e-06     28397.3      4.81e-22         1.61         1.66
2023.3583         36.00      8.14e-10      1.39e-06     28415.8      4.80e-22         1.61         1.66
2023.4279         36.00      8.15e-10      1.39e-06     28434.2      4.80e-22         1.61         1.66
2023.4973         36.00      8.16e-10      1.39e-06     28452.7      4.80e-22         1.61         1.66
2023.5669         36.00      8.16e-10      1.39e-06     28471.2      4.79e-22         1.61         1.66
2023.6364         36.00      8.17e-10      1.39e-06     28489.6      4.79e-22         1.61         1.66
2023.7059         36.00      8.18e-10      1.39e-06     28508.1      4.79e-22         1.61         1.66
2023.7754         36.00      8.18e-10      1.39e-06     28526.5      4.79e-22         1.61         1.66
2023.8450         36.00      8.19e-10      1.39e-06     28545.0      4.78e-22         1.61         1.66
2023.9144         36.00      8.20e-10      1.39e-06     28563.5      4.78e-22         1.61         1.66
2023.9840         36.00      8.20e-10      1.39e-06     28582.0      4.78e-22         1.61         1.66
2024.0535         36.00      8.21e-10      1.39e-06     28600.5      4.77e-22         1.61         1.66
2024.1230         36.00      8.22e-10      1.39e-06     28619.1      4.77e-22         1.61         1.66
2024.1925         36.00      8.23e-10      1.39e-06     28637.7      4.77e-22         1.61         1.66
2024.2621         36.00      8.24e-10      1.39e-06     28656.3      4.76e-22         1.61         1.66
2024.3315         36.00      8.25e-10      1.39e-06     28674.8      4.76e-22         1.61         1.66
2024.4011         36.00      8.26e-10      1.39e-06     28693.4      4.76e-22         1.61         1.66
2024.4706         36.00      8.27e-10      1.39e-06     28712.0      4.75e-22         1.61         1.66
2024.5402         36.00      8.28e-10      1.39e-06     28730.6      4.75e-22         1.61         1.66
2024.6096         36.00      8.29e-10      1.39e-06     28749.2      4.75e-22         1.61         1.66
2024.6792         36.00      8.30e-10      1.39e-06     28767.8      4.74e-22         1.61         1.66
2024.7487         36.00      8.31e-10      1.39e-06     28786.3      4.74e-22         1.61         1.66
2024.8182         36.00      8.32e-10      1.39e-06     28804.9      4.74e-22         1.61         1.65
2024.8877         36.00      8.32e-10      1.39e-06     28823.5      4.73e-22         1.61         1.65
2024.9573         36.00      8.33e-10      1.39e-06     28842.1      4.73e-22         1.61         1.65
2025.0267         36.00      8.34e-10      1.39e-06     28860.7      4.73e-22         1.61         1.65
2025.0963         36.00      8.35e-10      1.39e-06     28879.4      4.72e-22         1.61         1.65
2025.1658         36.00      8.36e-10      1.39e-06     28898.1      4.72e-22         1.61         1.65
2025.2354         36.00      8.37e-10      1.39e-06     28916.8      4.72e-22         1.61         1.65
2025.3048         36.00      8.38e-10      1.39e-06     28935.5      4.71e-22         1.61         1.65
2025.3744         36.00      8.39e-10      1.39e-06     28954.2      4.71e-22         1.61         1.65
2025.4438         36.00      8.40e-10      1.39e-06     28972.9      4.71e-22         1.61         1.65
2025.5134         36.00      8.41e-10      1.39e-06     28991.6      4.70e-22         1.61         1.65
2025.5829         36.00      8.42e-10      1.39e-06     29010.3      4.70e-22         1.61         1.65
2025.6525         36.00      8.43e-10      1.39e-06     29029.0      4.70e-22         1.61         1.65
2025.7219         36.00      8.44e-10      1.39e-06     29047.7      4.69e-22         1.61         1.65
2025.7915         36.00      8.45e-10      1.39e-06     29066.4      4.69e-22         1.61         1.65
2025.8610         36.00      8.47e-10      1.39e-06     29085.1      4.69e-22         1.61         1.65
2025.9305         36.00      8.48e-10      1.39e-06     29103.8      4.69e-22         1.61         1.65
2026.0000         36.00      8.49e-10      1.39e-06     29122.5      4.68e-22         1.61         1.65
2026.0696         36.00      8.50e-10      1.39e-06     29141.3      4.68e-22         1.61         1.65
2026.1390         36.00      8.51e-10      1.39e-06     29160.2      4.68e-22         1.61         1.65
2026.2086         36.00      8.52e-10      1.39e-06     29179.0      4.67e-22         1.61         1.65
2026.2781         36.00      8.54e-10      1.39e-06     29197.8      4.67e-22         1.61         1.65
2026.3477         36.00      8.55e-10      1.39e-06     29216.6      4.67e-22         1.61         1.65
2026.4171         36.00      8.56e-10      1.39e-06     29235.5      4.66e-22         1.61         1.65
2026.4866         36.00      8.57e-10      1.39e-06     29254.3      4.66e-22         1.60         1.65
2026.5562         36.00      8.58e-10      1.39e-06     29273.1      4.66e-22         1.60         1.65
2026.6257         36.00      8.60e-10      1.39e-06     29291.9      4.65e-22         1.60         1.65
2026.6952         36.00      8.61e-10      1.39e-06     29310.8      4.65e-22         1.60         1.65
2026.7646         36.00      8.62e-10      1.39e-06     29329.6      4.65e-22         1.60         1.65
2026.8342         36.00      8.63e-10      1.39e-06     29348.4      4.64e-22         1.60         1.65
2026.9037         36.00      8.64e-10      1.39e-06     29367.2      4.64e-22         1.60         1.65
2026.9733         36.00      8.66e-10      1.39e-06     29386.1      4.64e-22         1.60         1.65
2027.0427         36.00      8.67e-10      1.39e-06     29404.9      4.63e-22         1.60         1.65
2027.1123         36.00      8.68e-10      1.39e-06     29423.9      4.63e-22         1.60         1.65
2027.1818         36.00      8.69e-10      1.39e-06     29442.8      4.63e-22         1.60         1.65
2027.2513         36.00      8.71e-10      1.39e-06     29461.8      4.63e-22         1.60         1.64
2027.3208         36.00      8.72e-10      1.39e-06     29480.7      4.62e-22         1.60         1.64
2027.3904         36.00      8.73e-10      1.39e-06     29499.7      4.62e-22         1.60         1.64
2027.4598         36.00      8.75e-10      1.39e-06     29518.6      4.62e-22         1.60         1.64
2027.5294         36.00      8.76e-10      1.39e-06     29537.6      4.61e-22         1.60         1.64
2027.5989         36.00      8.78e-10      1.39e-06     29556.5      4.61e-22         1.60         1.64
2027.6685         36.00      8.79e-10      1.39e-06     29575.5      4.61e-22         1.60         1.64
2027.7379         36.00      8.81e-10      1.39e-06     29594.4      4.60e-22         1.60         1.64
2027.8075         36.00      8.82e-10      1.39e-06     29613.3      4.60e-22         1.60         1.64
2027.8770         36.00      8.83e-10      1.39e-06     29632.3      4.60e-22         1.60         1.64
2027.9465         36.00      8.85e-10      1.39e-06     29651.2      4.59e-22         1.60         1.64
2028.0160         36.00      8.86e-10      1.39e-06     29670.2      4.59e-22         1.60         1.64
2028.0856         36.00      8.88e-10      1.39e-06     29689.3      4.59e-22         1.60         1.64
2028.1550         36.00      8.89e-10      1.39e-06     29708.3      4.58e-22         1.60         1.64
2028.2246         36.00      8.91e-10      1.39e-06     29727.4      4.58e-22         1.60         1.64
2028.2941         36.00      8.92e-10      1.39e-06     29746.5      4.58e-22         1.60         1.64
2028.3636         36.00      8.94e-10      1.39e-06     29765.5      4.58e-22         1.60         1.64
2028.4331         36.00      8.95e-10      1.39e-06     29784.6      4.57e-22         1.60         1.64
2028.5027         36.00      8.96e-10      1.39e-06     29803.7      4.57e-22         1.60         1.64
2028.5721         36.00      8.98e-10      1.39e-06     29822.7      4.57e-22         1.60         1.64
2028.6417         36.00      8.99e-10      1.39e-06     29841.8      4.56e-22         1.60         1.64
2028.7112         36.00      9.01e-10      1.39e-06     29860.9      4.56e-22         1.60         1.64
2028.7808         36.00      9.02e-10      1.39e-06     29880.0      4.56e-22         1.60         1.64
2028.8502         36.00      9.04e-10      1.39e-06     29899.0      4.55e-22         1.60         1.64
2028.9198         36.00      9.06e-10      1.39e-06     29918.1      4.55e-22         1.60         1.64
2028.9893         36.00      9.08e-10      1.39e-06     29937.2      4.55e-22         1.60         1.64
2029.0588         36.00      9.09e-10      1.39e-06     29956.3      4.55e-22         1.60         1.64
2029.1283         36.00      9.11e-10      1.39e-06     29975.5      4.54e-22         1.60         1.64
2029.1979         36.00      9.13e-10      1.39e-06     29994.7      4.54e-22         1.60         1.64
2029.2673         36.00      9.15e-10      1.39e-06     30013.9      4.54e-22         1.60         1.64
2029.3369         36.00      9.16e-10      1.39e-06     30033.1      4.53e-22         1.60         1.64
2029.4064         36.00      9.18e-10      1.39e-06     30052.3      4.53e-22         1.60         1.64
2029.4760         36.00      9.20e-10      1.39e-06     30071.5      4.53e-22         1.60         1.64
2029.5454         36.00      9.22e-10      1.39e-06     30090.7      4.52e-22         1.60         1.64
2029.6150         36.00      9.24e-10      1.39e-06     30109.9      4.52e-22         1.60         1.64
